name,salary
Hudson Business Immigration,"{""Legal Secretary"":""$35,540 per year"",""Technical Editor"":""$35,951 per year"",""Attorney"":""$57,817 per year""}"
Dreaming Summit Animal Hospital,{}
Symphony Post Acute Network,{}
LoanSnap,"{""Call Center Representative"":""$42,427 per year"",""Sales Representative"":""$44,152 per year"",""Inside Sales Representative"":""$45,454 per year""}"
Rolled Alloys,{}
Qualfon,"{""Customer Service Representative"":""$10.92 per hour"",""Sales Representative"":""$10.12 per hour"",""Telemarketer"":""$10.70 per hour""}"
Automobile Club of Southern California,"{""Insurance Agent"":""$87,345 per year"",""Customer Service Representative"":""$37,248 per year"",""Member Services Representative"":""$39,489 per year""}"
Allen Lund Company,{}
C3I Solutions,"{""Customer Service Representative"":""$12.49 per hour"",""Account Representative"":""$9.74 per hour"",""Help Desk Analyst"":""$10.65 per hour""}"
"Paramount Staffing, Inc.","{""Packer"":""$13.06 per hour"",""Forklift Operator"":""$15.36 per hour"",""Warehouse Worker"":""$14.08 per hour""}"
Chesapeake Urology Associates,"{""Client Relations Specialist"":""$17.59 per hour"",""Receptionist"":""$13.94 per hour"",""Medical Assistant"":""$38,588 per year""}"
GoReact,"{""Account Executive"":""$88,148 per year"",""Account Representative"":""$45,000 per year"",""Customer Support Representative"":""$50,000 per year""}"
Robertson Anschutz & Schneid,"{""Attorney"":""$62,727 per year"",""Legal Assistant"":""$13.33 per hour""}"
Senior Helpers,"{""Caregiver"":""$12.37 per hour"",""Home Health Aide"":""$12.37 per hour"",""Personal Assistant"":""$9.73 per hour""}"
Fox Rehabilitation,"{""Physical Therapist"":""$81,436 per year"",""Occupational Therapist"":""$73,187 per year""}"
FlightSafety International,"{""Instructor"":""$68,421 per year"",""Customer Support Representative"":""$33,057 per year"",""Flight Instructor"":""$80,932 per year""}"
RetailData LLC,"{""Data Collector"":""$15.65 per hour"",""Office Administrator"":""$15.00 per hour""}"
Jackson Public Schools,"{""Teacher"":""$34,544 per year"",""Substitute Teacher"":""$65.00 per day"",""Bus Driver"":""$14.64 per hour""}"
Larimer County,"{""Technician"":""$19.35 per hour"",""Engineering Intern"":""$15.46 per hour"",""Manager"":""$25.86 per hour""}"
One Source Communications,{}
Northern Tool + Equipment,"{""Cashier"":""$21,680 per year"",""Assistant Store Manager"":""$49,349 per year"",""Customer Service Associate / Cashier"":""$10.90 per hour""}"
ESF Camps,"{""Camp Counselor"":""$8.57 per hour"",""Tutor"":""$15.00 per hour"",""Swim Instructor"":""$447 per week""}"
Eurofins,"{""Scientist"":""$43,712 per year"",""Laboratory Technician"":""$14.85 per hour"",""Senior Scientist"":""$28.76 per hour""}"
Montgomery's,{}
Child Crisis Arizona,"{""Business Development Specialist"":""$14.00 per hour"",""Care Specialist"":""$17.20 per hour"",""Preschool Teacher"":""$15.53 per hour""}"
Hillview Motors Chrysler-Dodge-Jeep-Ram,"{""Shop Technician"":""$65,340 per year"",""Car Sales Executive"":""$67,787 per year"",""Automotive Technician"":""$70,024 per year""}"
Koppers Inc.,{}
Snap Fitness,"{""Personal Trainer"":""$25.56 per hour"",""Assistant Manager"":""$11.87 per hour"",""Manager"":""$10.05 per hour""}"
"Thunder Bay Community Health Service, Inc.",{}
IEM Corporation,{}
"Tasty Brands, LLC",{}
Forcht Bank,{}
Kentucky Orthopedic Rehab Team (KORT),{}
New Western Acquisitions,"{""Sales Associate"":""$67,951 per year"",""Agent"":""$210,148 per year"",""Real Estate Agent"":""$88,861 per year""}"
Sila Heating & Air Conditioning,"{""Customer Service Representative"":""$42,445 per year"",""Sales Representative"":""$141,966 per year"",""HVAC Technician"":""$31.63 per hour""}"
Rowan County Government,"{""Environmental Specialist"":""$57,674 per year"",""Social Worker"":""$53,092 per year"",""Director of Human Resources"":""$88,710 per year""}"
The Body Shop,"{""Assistant Manager"":""$12.54 per hour"",""Sales Associate"":""$9.70 per hour"",""Store Manager"":""$40,999 per year""}"
Petroleum Service Corporation,"{""Operator"":""$19.14 per hour"",""Loader"":""$17.88 per hour"",""Terminal Operator"":""$18.08 per hour""}"
Jackson Hewitt,"{""Tax Preparer"":""$12.30 per hour"",""Receptionist"":""$9.96 per hour"",""Office Manager"":""$11.94 per hour""}"
Star Distribution Systems,"{""Forklift Operator"":""$13.24 per hour"",""Order Picker"":""$13.97 per hour""}"
Hope Radiation Cancer Center,{}
Jellybean Daycare & Preschool,{}
Maggiano's Little Italy,"{""Server"":""$34,340 per year"",""Bartender"":""$13.52 per hour"",""Host/Hostess"":""$11.49 per hour""}"
Vartan Aviation Group,"{""Field Service Engineer"":""$15.00 per hour"",""Aircraft Mechanic"":""$28.46 per hour""}"
CCFMG,{}
Travers Tool,"{""Warehouse Worker"":""$15.34 per hour"",""Accounts Payable Clerk"":""$37,993 per year"",""Customer Service Representative"":""$10.87 per hour""}"
Anderson Zurmuehlen,"{""Accounting Intern"":""$16.00 per hour"",""Accountant"":""$21.14 per hour"",""Technical Support Specialist"":""$17.44 per hour""}"
Western Montana Mental Health Center,"{""Case Manager"":""$14.28 per hour"",""Home Care Worker"":""$13.81 per hour"",""Therapist"":""$19.76 per hour""}"
AT&T Fusion Wireless,"{""Retail Sales Associate"":""$68,748 per year"",""Sales Representative"":""$67,224 per year"",""Wireless Sales Consultant"":""$44,674 per year""}"
MULTILINK INC,"{""Quality Assurance Inspector"":""$12.74 per hour"",""Shipping and Receiving Clerk"":""$11.96 per hour""}"
AHRC NASSAU,"{""Direct Support Professional"":""$13.94 per hour"",""Assistant Manager"":""$14.93 per hour"",""Administrator"":""$42,792 per year""}"
Foodtown,"{""Cashier"":""$10.31 per hour"",""Customer Service Associate / Cashier"":""$9.52 per hour"",""Customer Service Representative"":""$8.88 per hour""}"
Forest Lawn,"{""Outside Sales Representative"":""$71,832 per year"",""Sales Representative"":""$75,000 per year"",""Customer Service Representative"":""$41,851 per year""}"
Cardan Aircraft Painting,{}
Virginia Institute of Autism,{}
Advanced Air and Heat,{}
McAlester Regional Health Center,{}
Merit Health Central,{}
Amerex,{}
Gateway Pediatric Therapy,"{""Behavior Technician"":""$16.39 per hour"",""ABA Therapist"":""$15.34 per hour"",""Technician"":""$16.04 per hour""}"
Great Lakes Management Co.,"{""Leasing Consultant"":""$37,417 per year"",""Housekeeper"":""$12.46 per hour"",""Caretaker"":""$14.97 per hour""}"
Womply,"{""Sales Representative"":""$17.68 per hour"",""Account Executive"":""$61,553 per year"",""Operations Associate"":""$12.93 per hour""}"
"TERI, Inc","{""Direct Support Professional"":""$13.34 per hour"",""Driver"":""$13.44 per hour"",""Behavioral Specialist"":""$15.21 per hour""}"
Armstrong Flooring,"{""Grader"":""$15.76 per hour"",""Production Worker"":""$13.10 per hour"",""Operator"":""$15.26 per hour""}"
Hayward Lumber,"{""Customer Service Associate / Cashier"":""$14.21 per hour"",""Outside Sales Representative"":""$60,611 per year"",""Sales Support Representative"":""$16.31 per hour""}"
"Service Today, Heating, Air Conditioning, Plumbing and Electrical","{""Plumber"":""$69,296 per year"",""HVAC Technician"":""$18.77 per hour""}"
Humane Vet Hospital of San Diego,{}
Midas Hospitality,{}
Elements Massage,"{""Massage Therapist"":""$45,038 per year"",""Receptionist"":""$12.11 per hour"",""Customer Service Representative"":""$12.73 per hour""}"
Down To Earth Greenscaping Inc,{}
Ornua,"{""Production Worker"":""$16.24 per hour"",""Production"":""$16.27 per hour"",""Warehouse Worker"":""$16.65 per hour""}"
Enterprise Solutions,{}
CCCC Expedite LLC,{}
Dawn Meats,{}
Community Services for Every1,"{""Direct Support Professional"":""$12.74 per hour"",""Site Manager"":""$43,113 per year"",""Group Manager"":""$44,897 per year""}"
"Diversity Home Health Group, LLC","{""Patient Coordinator"":""$14.97 per hour"",""Registered Nurse"":""$37.55 per hour"",""Personal Care Assistant"":""$13.57 per hour""}"
MGM Healthcare,"{""Nursing Assistant"":""$11.43 per hour"",""Licensed Practical Nurse"":""$21.70 per hour"",""Registered Nurse"":""$29.40 per hour""}"
Berkadia,{}
Old Second National Bank,{}
AEGON,"{""Administrative Assistant"":""$15.87 per hour"",""Insurance Agent"":""$46,822 per year"",""Data Administrator"":""$13.00 per hour""}"
Miller's Merry Manor,"{""Nursing Assistant"":""$10.58 per hour"",""Registered Nurse"":""$24.36 per hour"",""Licensed Practical Nurse"":""$37,836 per year""}"
Collins Dental,{}
EMU Health Services,{}
Race Winning Brands,{}
Noah's New York Bagels,"{""Shift Leader"":""$14.60 per hour"",""Baker"":""$15.68 per hour"",""General Manager"":""$60,340 per year""}"
"Precision Signs.Com, Inc",{}
PRIMARY HEALTH SERVICES CENTER,{}
Mountaire Farms,"{""Production Worker"":""$13.81 per hour"",""Deboner"":""$31,524 per year"",""Packer"":""$9.62 per hour""}"
Gray Television,{}
e.Republic,"{""Researcher"":""$35,557 per year"",""Data Entry Clerk"":""$15.33 per hour""}"
Hurricane Technologies,"{""Janitor"":""$12.75 per hour"",""Team Supervisor"":""$13.96 per hour"",""Carpet Cleaning Technician"":""$16.43 per hour""}"
LabCorp,"{""Phlebotomist"":""$34,699 per year"",""Service Technician"":""$42,952 per year"",""Laboratory Assistant"":""$33,934 per year""}"
"Mattioni Plumbing, Heating & Cooling","{""Account Manager"":""$38,000 per year"",""Plumber"":""$26.53 per hour"",""HVAC Technician"":""$35.00 per hour""}"
Financial Services of America,"{""Account Executive"":""$44,950 per year"",""Insurance Agent"":""$49,270 per year""}"
AGR International,{}
Lighthouse Autism Center,"{""ABA Therapist"":""$29,726 per year"",""Behavior Technician"":""$14.91 per hour"",""Maintenance Coordinator"":""$20.00 per hour""}"
Software AG,"{""Account Executive"":""$141,024 per year"",""Product Manager"":""$102,507 per year"",""Customer Success Manager"":""$113,849 per year""}"
Ennis Care Center,"{""Nursing Assistant"":""$12.08 per hour"",""Charge Nurse"":""$24.96 per hour"",""Certified Medical Assistant"":""$13.97 per hour""}"
Consulate Health Care,"{""Nursing Assistant"":""$11.80 per hour"",""Licensed Practical Nurse"":""$14.18 per hour"",""Registered Nurse"":""$11.65 per hour""}"
CNS Healthcare,"{""Case Manager"":""$40,000 per year"",""Receptionist"":""$31,463 per year"",""Customer Service Representative"":""$35,279 per year""}"
Oak Manor Senior Living Community,{}
United States Steel,"{""Utility Worker"":""$16.06 per hour"",""Crane Operator"":""$51,501 per year"",""Shift Manager"":""$82,565 per year""}"
Milgard Windows & Doors,"{""Production Worker"":""$15.50 per hour"",""Warehouse Worker"":""$15.46 per hour"",""Production Lead"":""$19.99 per hour""}"
United Airlines,"{""Customer Service Representative"":""$16.90 per hour"",""Flight Attendant"":""$65,901 per year"",""Baggage Handler"":""$17.47 per hour""}"
AppFolio,"{""Call Center Representative"":""$56,140 per year"",""Senior Software Engineer"":""$150,212 per year"",""Customer Service Representative"":""$34,000 per year""}"
Tosca Ltd,"{""Forklift Operator"":""$13.32 per hour"",""Maintenance Technician"":""$24.79 per hour"",""Administrative Assistant"":""$175 per day""}"
Smashburger,"{""Cook"":""$11.47 per hour"",""Shift Leader"":""$12.59 per hour"",""Cashier"":""$12.78 per hour""}"
Vidor Health & Rehabilitation,{}
Albert Einstein College of Medicine,"{""Research Technician"":""$43,954 per year"",""Researcher"":""$39,312 per year"",""Post-doctoral Fellow"":""$52,315 per year""}"
Sarasota Memorial Hospital,"{""Registered Nurse"":""$65,037 per year"",""Registered Nurse - Quality and Patient Safety"":""$11.70 per hour"",""Technician"":""$51,147 per year""}"
CORA Physical Therapy,"{""Patient Coordinator"":""$49,262 per year"",""Occupational Therapist"":""$84,953 per year"",""Senior Clinical Manager"":""$100,726 per year""}"
Hudson Headwaters Health Network,{}
Fairview Park Hospital-Dublin,"{""Registered Nurse"":""$63,270 per year"",""Registered Nurse - Medical/Surgical"":""$64,753 per year"",""Registered Nurse - ICU"":""$65,899 per year""}"
Options Counseling Services,{}
JX Enterprises,"{""Diesel Mechanic"":""$23.11 per hour"",""Truck Driver"":""$19.82 per hour"",""Assistant"":""$25.00 per hour""}"
Total Woman Gym and Spa,"{""Customer Service Representative"":""$12.50 per hour"",""Fitness Instructor"":""$23.15 per hour"",""Massage Therapist"":""$23.63 per hour""}"
The Auberge at Oak Village,{}
James G. Davis Construction,{}
Sprout Therapy Group,"{""Physical Therapist"":""$61,752 per year"",""Speech Language Pathologist"":""$62,055 per year"",""Occupational Therapist"":""$62,055 per year""}"
Cobham,"{""Electronics Technician"":""$21.05 per hour"",""Technician"":""$23.79 per hour"",""Assembler"":""$19.18 per hour""}"
"Grace Management, Inc.","{""Attendant"":""$11.32 per hour"",""Janitor"":""$11.00 per hour"",""Medication Technician"":""$15.00 per hour""}"
Silverspot Cinema,"{""Usher"":""$9.93 per hour"",""Restaurant Manager"":""$50,592 per year"",""Line Cook"":""$13.10 per hour""}"
"Diversey, Inc.","{""Account Manager"":""$95,905 per year"",""Sales Executive"":""$76,254 per year"",""Information Technology Manager"":""$162,098 per year""}"
Thomson Reuters,"{""Software Engineer"":""$98,843 per year"",""Inside Sales Representative"":""$70,715 per year"",""Senior Software Engineer"":""$107,827 per year""}"
Registrar Corp,"{""Regulatory Specialist"":""$36,769 per year"",""Administrative Assistant"":""$11.37 per hour"",""Sales Advisor"":""$12.00 per hour""}"
Ology Bioservices,{}
"Trans International Trucking, Inc.","{""Truck Driver"":""$71,393 per year"",""Company Driver"":""$22.59 per hour"",""Accounts Payable Clerk"":""$49,150 per year""}"
Blue Earth County,"{""Library Clerk"":""$16.80 per hour"",""Custodian"":""$21.89 per hour"",""Social Worker"":""$28.90 per hour""}"
"Central Oregon Radiology Assoc., P.C.",{}
Shape Corp,"{""Manufacturing Technician"":""$12.78 per hour"",""Warehouse Worker"":""$13.27 per hour""}"
Orthopedic One,"{""Medical Assistant"":""$33,911 per year"",""Front Desk Agent"":""$40,639 per year"",""Patient Accounts Representative"":""$41,000 per year""}"
DFCU Financial,"{""Member Services Representative"":""$17,213 per year"",""Teller"":""$13.07 per hour""}"
Eyecare Partners,"{""Optician"":""$35,880 per year"",""Patient Advocate"":""$31,785 per year"",""Patient Care Technician"":""$12.39 per hour""}"
MissionSide,"{""Customer Service Representative"":""$15.20 per hour"",""Call Center Representative"":""$17.79 per hour"",""Bilingual Customer Service Associate"":""$16.38 per hour""}"
P&K EQUIPMENT,{}
Northern Arizona University,"{""Administrative Assistant"":""$31,472 per year"",""Research Assistant"":""$14.47 per hour"",""Instructor"":""$33,978 per year""}"
Dairy Maid Dairy,{}
"Michael's Transportation Service, Inc. (MTS)","{""Bus Driver"":""$21.41 per hour"",""Commercial Driver"":""$20.46 per hour"",""Tractor Trailer Driver"":""$22.41 per hour""}"
Toys R Us,"{""Sales Associate"":""$9.90 per hour"",""Cashier"":""$9.12 per hour"",""Customer Service Representative"":""$10.95 per hour""}"
Walt Disney Parks and Resorts,"{""Actor"":""$11.02 per hour"",""Host/Hostess"":""$13.26 per hour"",""Guest Service Agent"":""$36,561 per year""}"
"RaceTrac Petroleum, Inc.","{""Guest Service Agent"":""$10.05 per hour"",""Shift Manager"":""$31,685 per year"",""Associate"":""$10.35 per hour""}"
EXELIXIS INC.,"{""Senior Scientist"":""$141,723 per year"",""Associate Director"":""$173,546 per year"",""Director of Strategy"":""$195,503 per year""}"
"Cotton Patch Cafe, LLC","{""Host/Hostess"":""$7.72 per hour"",""Server"":""$11.94 per hour"",""Assistant Manager"":""$40,589 per year""}"
Goodwill Industries of Southeastern Wisconsin & Metropolitan Chicago,"{""Attendant"":""$9.93 per hour"",""Cashier"":""$9.78 per hour"",""Cashier/Sales"":""$9.66 per hour""}"
Perry Technical Institute,{}
First Savings Bank,{}
"Priority Personnel, Inc.","{""Administrative Assistant"":""$15.84 per hour"",""Assembler"":""$11.15 per hour"",""Laborer"":""$12.84 per hour""}"
Von Tobel,{}
Abington Hospital - Jefferson Health,"{""Nursing Assistant"":""$36,542 per year"",""Registered Nurse"":""$61,728 per year"",""Clinical Associate"":""$15.54 per hour""}"
PSS Home Care,"{""Home Health Aide"":""$13.35 per hour"",""Home Care Aide"":""$16.43 per hour"",""Sales Representative"":""$13.42 per hour""}"
Elite Moving Labor,{}
Mutual of Omaha,"{""Insurance Agent"":""$72,999 per year"",""Customer Service Representative"":""$37,990 per year"",""Sales Representative"":""$63,961 per year""}"
Arconic,"{""Operator"":""$42,524 per year"",""Machine Operator"":""$42,864 per year"",""Maintenance Technician"":""$23.11 per hour""}"
GSC Transholding,"{""Company Driver"":""$1,278 per week"",""Truck Driver"":""$2,653 per week""}"
Ralphie's Restaurant - Sports Eatery,{}
Residential Home Health and Residential Hospice,"{""Registered Nurse Case Manager"":""$59,321 per year"",""Administrative Assistant"":""$16.10 per hour"",""Care Specialist"":""$35,000 per year""}"
Peopleready,"{""Laborer"":""$12.15 per hour"",""Warehouse Worker"":""$28.82 per hour"",""Construction Worker"":""$15.47 per hour""}"
Community Action,"{""Crew Member"":""$12.12 per hour"",""Preschool Teacher"":""$17.03 per hour"",""Teacher"":""$13.30 per hour""}"
Northwestern Michigan College,"{""Custodian"":""$14.58 per hour"",""Proctor"":""$13.00 per hour"",""Technology Assistant"":""$13.00 per hour""}"
Paladin Attachments,{}
American National Carbide,"{""Stocking Associate"":""$12.05 per hour"",""Laborer"":""$11.37 per hour"",""Inside Sales Representative"":""$43,079 per year""}"
Envera Systems,"{""Security Officer"":""$11.74 per hour"",""Customer Service Representative"":""$11.75 per hour""}"
Telecare Corporation,"{""Mental Health Technician"":""$15.22 per hour"",""Case Manager"":""$17.68 per hour"",""Recovery Specialist"":""$14.85 per hour""}"
Futures Education,"{""Speech Language Pathologist"":""$50.29 per hour"",""Occupational Therapist"":""$48.60 per hour"",""Social Worker"":""$29.60 per hour""}"
Core Systems,"{""Assembler"":""$16.76 per hour"",""Planner/Scheduler"":""$25.37 per hour"",""Computer Technician"":""$17.70 per hour""}"
,"{""Teller"":""$12.72 per hour"",""Customer Service Representative"":""$28,756 per year"",""Lead Teller"":""$14.55 per hour""}"
Alliance Residential Company,"{""Business Manager"":""$62,203 per year"",""Customer Service Supervisor"":""$75,822 per year"",""Maintenance Technician"":""$15.67 per hour""}"
TRUITY CREDIT UNION,{}
Michigan Humane Society,"{""Veterinary Technician"":""$14.42 per hour"",""Receptionist"":""$11.61 per hour"",""Call Center Representative"":""$12.98 per hour""}"
Discover Financial Services,"{""Account Manager"":""$14.85 per hour"",""Customer Service Representative"":""$15.76 per hour"",""Senior Account Manager"":""$39,592 per year""}"
Dolci Gelati,{}
Career Care Institute,"{""Receptionist"":""$13.01 per hour"",""Licensed Vocational Nurse"":""$31.01 per hour"",""Psychiatric-mental Health Nurse Practitioner"":""$40.00 per hour""}"
Installed Building Products,"{""Install"":""$14.93 per hour"",""Administrative Assistant"":""$13.10 per hour"",""Insulator"":""$13.87 per hour""}"
Jiffy Lube - MC LLC,"{""Lube Technician"":""$14.95 per hour"",""Automotive Technician"":""$13.99 per hour"",""Manager in Training"":""$17.97 per hour""}"
ARCare,"{""Medical Secretary"":""$11.07 per hour"",""Medical Biller"":""$10.59 per hour"",""Referral Specialist"":""$10.36 per hour""}"
Ray Morgan Company,"{""Call Center Representative"":""$15.88 per hour"",""Sales Representative"":""$17.76 per hour"",""Sales Associate"":""$15.97 per hour""}"
ESL Federal Credit Union,{}
Salud Family Health Centers,{}
Zotec Partners,"{""Call Center Representative"":""$15.44 per hour"",""Customer Service Representative"":""$15.03 per hour"",""Accounts Receivable Clerk"":""$15.15 per hour""}"
Big Blue Marble Academy,"{""Teacher"":""$9.55 per hour"",""Lead Teacher"":""$10.37 per hour"",""Preschool Teacher"":""$11.32 per hour""}"
The Goat,"{""Cook"":""$11.52 per hour"",""General Manager"":""$57,316 per year"",""Security Officer"":""$12.00 per hour""}"
So Love Autistic Center,{}
Ruby Tuesday,"{""Bartender"":""$24,678 per year"",""Server"":""$19,249 per year"",""Host/Hostess"":""$9.28 per hour""}"
Carl Sandburg College,{}
Yankee Leisure Group,{}
EVBOX,{}
Greystone Nursing and Rehab,{}
Muir Orthopaedic Specialists,"{""Patient Services Representative"":""$17.35 per hour"",""Surgery Scheduler"":""$20.24 per hour"",""Call Center Representative"":""$17.30 per hour""}"
Imperial Surveillance,"{""Security Consultant"":""$57,310 per year"",""Sales Consultant"":""$60,818 per year"",""Administrative Assistant"":""$15.54 per hour""}"
Park Avenue Health Center,{}
"MILTENYI BIOTEC, INC.",{}
The J. M. Smucker Company,"{""Forklift Operator"":""$17.48 per hour"",""Technician"":""$38,787 per year"",""Warehouse Worker"":""$15.54 per hour""}"
First Mid Bank & Trust,{}
Ladera Lending,{}
Nemours,"{""Patient Services Representative"":""$14.72 per hour"",""Medical Assistant"":""$13.38 per hour"",""Registered Nurse"":""$68,702 per year""}"
Premier Inc.,{}
"Jack Henry and Associates, Inc.","{""Customer Service Representative"":""$13.56 per hour"",""Application Analyst"":""$51,915 per year"",""Technical Support Representative"":""$40,131 per year""}"
Auto Towing Inc,{}
Ralph Sellers Motor Company,"{""Internet Sales"":""$100,000 per year"",""Mechanic"":""$84,743 per year"",""Diesel Mechanic"":""$84,743 per year""}"
HCA MidWest Health,"{""Registered Nurse"":""$65,568 per year"",""Patient Care Technician"":""$15.28 per hour"",""Laboratory Technician"":""$18.06 per hour""}"
Murphy Ford Co,{}
"Copart, Inc","{""Customer Service Representative"":""$14.57 per hour"",""Title Clerk"":""$16.74 per hour"",""Loader Operator"":""$17.04 per hour""}"
Numerator,"{""Account Manager"":""$33,919 per year"",""Specialist"":""$10.00 per hour"",""Associate"":""$2,500 per month""}"
Vizance,"{""Sales Advisor"":""$74,885 per year"",""Sales Producer"":""$74,885 per year"",""Risk Manager"":""$74,885 per year""}"
HSBC,"{""Customer Service Representative"":""$31,914 per year"",""Assistant Vice President"":""$82,210 per year"",""Senior Customer Service Representative"":""$38,667 per year""}"
Carolina Comfort Air,"{""Service Technician"":""$23.15 per hour"",""Supervisor"":""$41,600 per year"",""Warehouse Worker"":""$11.41 per hour""}"
Mountain View Assisted Living,{}
The Allure Group,"{""Licensed Practical Nurse"":""$26.75 per hour"",""Housekeeping Aide"":""$17.00 per hour"",""Social Worker"":""$47,786 per year""}"
Summit Urgent Care,{}
Public Storage,"{""Property Manager"":""$10.68 per hour"",""Relief Manager"":""$11.95 per hour"",""Manager"":""$10.70 per hour""}"
American Waste,{}
Island Photography,"{""Production Assistant"":""$12.16 per hour"",""Customer Service Representative"":""$12.32 per hour"",""Photographer"":""$27.43 per hour""}"
Howard University Hospital,"{""Patient Services Representative"":""$29,640 per year"",""Medical Assistant"":""$14.98 per hour"",""Medical Receptionist"":""$14.54 per hour""}"
GreenDrop LLC,"{""Warehouse Worker"":""$9.78 per hour"",""Customer Service Representative"":""$9.80 per hour"",""Attendant"":""$10.27 per hour""}"
Tillys,"{""Sales Associate"":""$11.00 per hour"",""Assistant Manager"":""$26,341 per year"",""Retail Sales Associate"":""$11.59 per hour""}"
Greif,"{""Machine Operator"":""$15.47 per hour"",""Laborer"":""$15.78 per hour"",""Warehouse Worker"":""$13.95 per hour""}"
Cedar Community,{}
Logicalis,{}
Fetch Specialty & Cancer Veterinary Centers,{}
Flagship Credit Acceptance,"{""Loan Servicing Specialist"":""$39,977 per year"",""Regional Sales Manager"":""$76,144 per year"",""Credit Analyst"":""$55,659 per year""}"
Club Demonstration Services,"{""Sales Advisor"":""$12.69 per hour"",""Demonstrator"":""$12.59 per hour"",""Sales Associate"":""$13.06 per hour""}"
HomeCraft Gutter Protection,"{""Sales Representative"":""$89,362 per year"",""Scheduling Coordinator"":""$12.00 per hour"",""Production Manager"":""$97,014 per year""}"
Center for Change,{}
IntelliSense Systems Inc.,"{""Electrical Engineer"":""$128,488 per year"",""Research Scientist"":""$113,684 per year""}"
Zoro,{}
Springwoods Behavioral Health,{}
FICO,"{""Software Engineer"":""$104,575 per year"",""Analytics Consultant"":""$123,381 per year""}"
Aggreko,{}
Tire Choice Auto Service Centers,"{""Store Manager"":""$69,420 per year"",""Assistant Store Manager"":""$13.59 per hour"",""Service Manager"":""$60,000 per year""}"
,"{""Dental Assistant"":""$12.88 per hour"",""Patient Coordinator"":""$13.14 per hour"",""Dental Hygienist"":""$30.49 per hour""}"
Western University of Health Sciences,"{""Post-doctoral Fellow"":""$47,000 per year"",""Designer"":""$42,000 per year""}"
QPS Employment Group,"{""Machine Operator"":""$12.19 per hour"",""Laborer"":""$13.05 per hour"",""Assembler"":""$12.98 per hour""}"
"Harmann Studios, Inc.",{}
Wesley House Family Services,"{""Case Manager"":""$43,744 per year"",""Childcare Provider"":""$15.00 per hour"",""Family Therapist"":""$50,000 per year""}"
Blend Smoothie & Salad Bar,"{""Food Service Worker"":""$11.97 per hour"",""Food Manager"":""$36,591 per year"",""Barista"":""$10.93 per hour""}"
Drexel University,"{""Custodian"":""$32,490 per year"",""Receptionist"":""$16.28 per hour"",""Post-doctoral Fellow"":""$44,714 per year""}"
The Center for Disability Services,"{""Specialist"":""$12.46 per hour"",""Resident Counselor"":""$23,862 per year"",""Direct Support Professional"":""$13.83 per hour""}"
CVS Health Retail,"{""Pharmacy Technician"":""$13.78 per hour"",""Shift Manager"":""$13.02 per hour"",""Customer Service Associate / Cashier"":""$11.17 per hour""}"
"Homeland Security Solutions, Inc",{}
Monroe County School District,"{""Teacher"":""$55,939 per year"",""Paraprofessional"":""$18.19 per hour"",""Food Service Worker"":""$12.93 per hour""}"
Digestive Disease Associates,{}
United American Security,"{""Security Officer"":""$10.14 per hour"",""Security Guard"":""$10.11 per hour"",""Security Supervisor"":""$12.17 per hour""}"
St. Anne Institute,{}
Seneca Gaming Corporation,"{""Security Officer"":""$11.05 per hour"",""Marketing Representative"":""$10.65 per hour"",""Casino Dealer"":""$97,276 per year""}"
The BLS Company,"{""Chauffeur"":""$45,748 per year"",""Dispatcher"":""$13.80 per hour"",""Reservationist"":""$10.20 per hour""}"
LifeCenter Plus,{}
Cobb County School District (CCSD),"{""Bus Driver"":""$20,070 per year"",""Substitute Teacher"":""$24,804 per year"",""Custodian"":""$12.42 per hour""}"
Geo Reentry,{}
Mid-Island Mortgage Corp.,"{""Loan Processor"":""$60,858 per year"",""Underwriter"":""$95,591 per year""}"
RGIS Inventory Specialists,"{""Inventory Specialist"":""$11.94 per hour"",""Auditor"":""$11.26 per hour"",""Inventory Auditor"":""$11.06 per hour""}"
Grady Health System,"{""Patient Access Manager"":""$52,285 per year"",""Registered Nurse"":""$28.93 per hour"",""Patient Care Technician"":""$16.53 per hour""}"
Prairie St. John's,"{""Psychiatric Technician"":""$14.81 per hour"",""Registered Nurse"":""$30.13 per hour""}"
Niagara Falls Boys & Girls Club,{}
"Vital Images, Inc.",{}
Bernatello's Foods,"{""Production Worker"":""$10.08 per hour"",""Machine Operator"":""$16.27 per hour"",""Mixer"":""$14.33 per hour""}"
J.M. Canty Inc.,{}
United Cerebral Palsy,"{""Direct Support Professional"":""$11.20 per hour"",""Direct Care Worker"":""$10.48 per hour"",""Coach"":""$10.23 per hour""}"
Interstates Companies,"{""Apprentice Electrician"":""$53,058 per year"",""Snow Plow Operator"":""$20.00 per hour"",""Journeyman Electrician"":""$27.50 per hour""}"
Mellon Certified Restoration,"{""Restoration Technician"":""$14.80 per hour"",""Carpenter"":""$17.89 per hour""}"
Plainfield Community Consolidated School District 202,"{""Substitute Teacher"":""$97.06 per day"",""Special Education Teacher"":""$87.74 per day""}"
Social Monk Asian Kitchen,{}
The Meadows Senior Living,{}
Hudson Grande Senior Living,{}
Carter Express,"{""Truck Driver"":""$1,531 per week"",""Driver"":""$46,065 per year"",""Team Driver"":""$165,000 per year""}"
EMT AMBULANCE,{}
Calfrac Well Services,"{""Operator"":""$87,035 per year"",""Equipment Operator"":""$96,142 per year"",""Mechanic"":""$30.49 per hour""}"
